,BLOCKSPLITID,AREAPORTION,HH10,HH19,HH10PORTION,HH19PORTION
463,490111263031018_0,1.0,8.0,8.0,1.0,1.0
464,490111261041025_0,1.0,85.0,95.0,1.0,1.0
465,490111264041017_0,1.0,53.0,53.0,1.0,1.0
466,490111254032011_0,1.0,63.0,63.0,1.0,1.0
467,490111264022026_0,1.0,0.0,0.0,1.0,1.0
468,490111264042011_0,1.0,0.0,0.0,1.0,1.0
469,490111254032036_0,1.0,23.0,28.0,1.0,1.0
470,490111253033014_0,1.0,17.0,18.0,1.0,1.0
471,490111253042003_0,1.0,24.0,24.0,1.0,1.0
472,490111262021071_0,1.0,32.0,34.0,1.0,1.0
473,490111262031044_0,1.0,0.0,0.0,1.0,1.0
474,490111254012048_0,1.0,2.0,2.0,1.0,1.0
475,490111251032014_0,1.0,0.0,0.0,1.0,1.0
476,490111263042008_0,1.0,9.0,9.0,1.0,1.0
477,490111262041027_0,1.0,0.0,0.0,1.0,1.0
478,490111258053002_0,1.0,12.0,12.0,1.0,1.0
479,490111259083004_0,1.0,56.0,56.0,1.0,1.0
480,490111264021053_0,1.0,22.0,22.0,1.0,1.0
481,490111252002017_0,1.0,0.0,0.0,1.0,1.0
482,490111254012060_0,1.0,1.0,1.0,1.0,1.0
483,490111253012009_0,1.0,28.0,28.0,1.0,1.0
484,490111251041036_0,1.0,60.0,60.0,1.0,1.0
485,490111263043014_0,1.0,4.0,4.0,1.0,1.0
486,490111251032041_0,1.0,0.0,10.0,1.0,1.0
487,490111262021085_0,1.0,10.0,10.0,1.0,1.0
488,490111252002189_0,1.0,0.0,0.0,1.0,1.0
489,490111257023001_0,1.0,32.0,32.0,1.0,1.0
490,490111253052012_0,1.0,48.0,48.0,1.0,1.0
491,490111258083004_0,1.0,31.0,31.0,1.0,1.0
492,490111258081008_0,1.0,203.0,203.0,1.0,1.0
493,490111257012004_0,1.0,16.0,16.0,1.0,1.0
494,490111258044020_0,1.0,1.0,1.0,1.0,1.0
495,490111260021029_0,1.0,29.0,29.0,1.0,1.0
496,490111252002258_0,1.0,0.0,0.0,1.0,1.0
497,490111251022026_0,1.0,0.0,0.0,1.0,1.0
498,490111252002160_0,1.0,0.0,0.0,1.0,1.0
499,490111264041009_0,1.0,24.0,24.0,1.0,1.0
500,490111251043012_0,1.0,21.0,21.0,1.0,1.0
501,490111262041046_0,1.0,0.0,0.0,1.0,1.0
502,490111258042011_0,1.0,20.0,20.0,1.0,1.0
503,490111265001023_0,1.0,24.0,25.0,1.0,1.0
504,490111253014021_0,1.0,24.0,24.0,1.0,1.0
505,490111256001037_0,1.0,0.0,0.0,1.0,1.0
506,490111254052032_0,1.0,2.0,2.0,1.0,1.0
507,490111264051008_0,1.0,24.0,24.0,1.0,1.0
508,490111263061027_0,1.0,0.0,0.0,1.0,1.0
509,490111252002248_0,1.0,0.0,0.0,1.0,1.0
510,490111261052018_0,1.0,0.0,0.0,1.0,1.0
511,490111251031053_0,1.0,1.0,1.0,1.0,1.0
512,490111257011022_0,1.0,74.0,74.0,1.0,1.0
513,490111254032006_0,1.0,6.0,6.0,1.0,1.0
514,490111262041022_0,1.0,0.0,0.0,1.0,1.0
515,490111261012002_0,1.0,7.0,7.0,1.0,1.0
516,490111264022007_0,1.0,0.0,0.0,1.0,1.0
517,490111252002132_0,1.0,0.0,0.0,1.0,1.0
518,490111262021047_0,1.0,0.0,0.0,1.0,1.0
519,490111253032005_0,1.0,24.0,24.0,1.0,1.0
520,490111262031002_0,1.0,26.0,36.0,1.0,1.0
521,490111252002054_0,1.0,0.0,0.0,1.0,1.0
522,490111251022013_0,1.0,0.0,0.0,1.0,1.0
523,490111251041048_0,1.0,6.0,6.0,1.0,1.0
524,490111251031036_0,1.0,7.0,10.0,1.0,1.0
525,490111262021037_0,1.0,0.0,0.0,1.0,1.0
526,490111251021077_0,1.0,1.0,1.0,1.0,1.0
527,490111254033131_0,1.0,8.0,8.0,1.0,1.0
528,490111261041013_0,1.0,4.0,4.0,1.0,1.0
529,490111252001027_0,1.0,0.0,0.0,1.0,1.0
530,490111251043027_0,1.0,0.0,0.0,1.0,1.0
531,490111258041023_0,1.0,10.0,10.0,1.0,1.0
532,490111257022021_0,1.0,24.0,24.0,1.0,1.0
533,490111258012005_0,1.0,28.0,28.0,1.0,1.0
534,490111255011012_0,1.0,52.0,52.0,1.0,1.0
535,490111255022013_0,1.0,48.0,58.0,1.0,1.0
536,490111251032055_0,1.0,0.0,0.0,1.0,1.0
537,490111263041058_0,1.0,0.0,0.0,1.0,1.0
538,490111262043020_0,1.0,45.0,45.0,1.0,1.0
539,490111255032016_0,1.0,0.0,0.0,1.0,1.0
540,490111261043026_0,1.0,0.0,0.0,1.0,1.0
541,490111251032048_0,1.0,0.0,0.0,1.0,1.0
542,490111262041108_0,1.0,0.0,0.0,1.0,1.0
543,490111251041053_0,1.0,2.0,2.0,1.0,1.0
544,490111263032008_0,1.0,10.0,10.0,1.0,1.0
545,490111261053016_0,1.0,29.0,29.0,1.0,1.0
546,490111261011024_0,1.0,17.0,17.0,1.0,1.0
547,490111259062001_0,1.0,10.0,10.0,1.0,1.0
548,490111253052020_0,1.0,20.0,20.0,1.0,1.0
549,490111261051029_0,1.0,11.0,11.0,1.0,1.0
550,490111254051024_0,1.0,17.0,17.0,1.0,1.0
551,490111263062028_0,1.0,9.0,9.0,1.0,1.0
552,490111258051001_0,1.0,8.0,8.0,1.0,1.0
553,490111258011012_0,1.0,22.0,22.0,1.0,1.0
554,490111254012108_0,1.0,0.0,0.0,1.0,1.0
555,490111264022040_0,1.0,0.0,0.0,1.0,1.0
556,490111256001066_0,1.0,0.0,0.0,1.0,1.0
557,490111263031034_0,1.0,5.0,5.0,1.0,1.0
558,490111258043012_0,1.0,33.0,33.0,1.0,1.0
559,490111259071033_0,1.0,8.0,8.0,1.0,1.0
560,490111252002239_0,1.0,0.0,0.0,1.0,1.0
561,490111252002203_0,1.0,0.0,0.0,1.0,1.0
562,490111253052005_0,1.0,52.0,52.0,1.0,1.0
563,490111251032074_0,1.0,0.0,0.0,1.0,1.0
564,490111252002065_0,1.0,0.0,0.0,1.0,1.0
565,490111261012015_0,1.0,0.0,0.0,1.0,1.0
566,490111252002282_0,1.0,0.0,0.0,1.0,1.0
567,490111261011003_0,1.0,27.0,27.0,1.0,1.0
568,490111259062016_0,1.0,40.0,40.0,1.0,1.0
569,490111259082000_0,1.0,26.0,26.0,1.0,1.0
570,490111254061015_0,1.0,21.0,21.0,1.0,1.0
571,490111261054007_0,1.0,22.0,22.0,1.0,1.0
572,490111264041054_0,1.0,9.0,9.0,1.0,1.0
573,490111252002271_0,1.0,0.0,0.0,1.0,1.0
574,490111251043022_0,1.0,13.0,13.0,1.0,1.0
575,490111254013025_0,1.0,9.0,9.0,1.0,1.0
576,490111264041004_0,1.0,9.0,9.0,1.0,1.0
577,490111261041045_0,1.0,0.0,0.0,1.0,1.0
578,490111254033139_0,1.0,40.0,40.0,1.0,1.0
579,490111254031027_0,1.0,22.0,22.0,1.0,1.0
580,490111264062032_0,1.0,12.0,12.0,1.0,1.0
581,490111263041073_0,1.0,10.0,10.0,1.0,1.0
582,490111260021044_0,1.0,21.0,21.0,1.0,1.0
583,490111254011018_0,1.0,2.0,7.0,1.0,1.0
584,490111258082021_0,1.0,59.0,59.0,1.0,1.0
585,490111251021054_0,1.0,0.0,0.0,1.0,1.0
586,490111254062025_0,1.0,39.0,39.0,1.0,1.0
587,490111251021082_0,1.0,1.0,1.0,1.0,1.0
588,490111259054019_0,1.0,75.0,75.0,1.0,1.0
589,490111263051054_0,1.0,11.0,11.0,1.0,1.0
590,490111264021047_0,1.0,10.0,10.0,1.0,1.0
591,490111253042039_0,1.0,8.0,8.0,1.0,1.0
592,490111256001022_0,1.0,0.0,0.0,1.0,1.0
593,490111252002293_0,1.0,0.0,0.0,1.0,1.0
594,490111253051028_0,1.0,19.0,19.0,1.0,1.0
595,490111254051002_0,1.0,12.0,12.0,1.0,1.0
596,490111251021087_0,1.0,0.0,0.0,1.0,1.0
597,490111262021029_0,1.0,2.0,2.0,1.0,1.0
598,490111261053007_0,1.0,21.0,21.0,1.0,1.0
599,490111259071046_0,1.0,13.0,13.0,1.0,1.0
600,490111259051012_0,1.0,5.0,5.0,1.0,1.0
601,490351048001003_0,1.0,0.0,0.0,1.0,1.0
602,490351101021047_0,1.0,0.0,0.0,1.0,1.0
603,490351111013006_0,1.0,0.0,0.0,1.0,1.0
604,490351111033016_0,1.0,13.0,13.0,1.0,1.0
605,490111267002017_0,1.0,14.0,17.0,1.0,1.0
606,490351105001024_0,1.0,13.0,13.0,1.0,1.0
607,490351111032024_0,1.0,0.0,0.0,1.0,1.0
608,490111270021148_0,1.0,0.0,0.0,1.0,1.0
609,490111271002028_0,1.0,17.0,17.0,1.0,1.0
610,490111270031029_0,1.0,0.0,0.0,1.0,1.0
611,490351101033005_0,1.0,37.0,37.0,1.0,1.0
612,490111270042019_0,1.0,0.0,0.0,1.0,1.0
613,490351110011015_0,1.0,22.0,22.0,1.0,1.0
614,490351037001008_0,1.0,32.0,32.0,1.0,1.0
615,490351041001006_0,1.0,28.0,32.0,1.0,1.0
616,490111270041037_0,1.0,18.0,18.0,1.0,1.0
617,490351113021001_0,1.0,12.0,12.0,1.0,1.0
618,490351104023002_0,1.0,23.0,23.0,1.0,1.0
619,490351030002014_0,1.0,29.0,29.0,1.0,1.0
620,490351020002002_0,1.0,40.0,40.0,1.0,1.0
621,490111269016026_0,1.0,0.0,0.0,1.0,1.0
622,490351107023001_0,1.0,17.0,17.0,1.0,1.0
623,490111270042037_0,1.0,18.0,18.0,1.0,1.0
624,490351042004004_0,1.0,6.0,6.0,1.0,1.0
625,490351010002029_0,1.0,0.0,0.0,1.0,1.0
626,490111271001001_0,1.0,36.0,37.0,1.0,1.0
627,490351113021020_0,1.0,9.0,9.0,1.0,1.0
628,490111265001024_0,1.0,12.0,12.0,1.0,1.0
629,490111269023006_0,1.0,0.0,0.0,1.0,1.0
630,490351003072007_0,1.0,22.0,22.0,1.0,1.0
631,490351114003002_0,1.0,11.0,11.0,1.0,1.0
632,490351107024001_0,1.0,56.0,61.0,1.0,1.0
633,490111266003007_0,1.0,0.0,0.0,1.0,1.0
634,490351005004003_0,1.0,53.0,53.0,1.0,1.0
635,490351011011003_0,1.0,0.0,0.0,1.0,1.0
636,490351003073003_0,1.0,0.0,0.0,1.0,1.0
637,490351115001114_0,1.0,272.0,272.0,1.0,1.0
638,490351106005013_0,1.0,13.0,13.0,1.0,1.0
639,490351111012034_0,1.0,37.0,38.0,1.0,1.0
640,490111270041047_0,1.0,4.0,4.0,1.0,1.0
641,490351014003008_0,1.0,0.0,0.0,1.0,1.0
642,490351002001002_0,1.0,12.0,12.0,1.0,1.0
643,490111265002015_0,1.0,7.0,7.0,1.0,1.0
644,490351014001006_0,1.0,0.0,0.0,1.0,1.0
645,490351032002010_0,1.0,42.0,42.0,1.0,1.0
646,490351111014008_0,1.0,36.0,36.0,1.0,1.0
647,490111265005004_0,1.0,26.0,27.0,1.0,1.0
648,490351111012008_0,1.0,0.0,0.0,1.0,1.0
649,490351111021001_0,1.0,162.0,162.0,1.0,1.0
650,490351113051016_0,1.0,17.0,17.0,1.0,1.0
651,490351114004002_0,1.0,12.0,12.0,1.0,1.0
652,490111267003012_0,1.0,1.0,1.0,1.0,1.0
653,490351025001013_0,1.0,159.0,159.0,1.0,1.0
654,490351047001012_0,1.0,24.0,24.0,1.0,1.0
655,490351118022008_0,1.0,6.0,6.0,1.0,1.0
656,490351101042022_0,1.0,15.0,16.0,1.0,1.0
657,490351101032012_0,1.0,0.0,0.0,1.0,1.0
658,490351117023009_0,1.0,25.0,25.0,1.0,1.0
659,490351028012019_0,1.0,14.0,14.0,1.0,1.0
660,490351034002003_0,1.0,63.0,63.0,1.0,1.0
661,490351101031038_0,1.0,0.0,0.0,1.0,1.0
662,490351114002008_0,1.0,27.0,27.0,1.0,1.0
663,490351005001004_0,1.0,12.0,12.0,1.0,1.0
664,490111270032122_0,1.0,0.0,0.0,1.0,1.0
665,490351028021037_0,1.0,0.0,0.0,1.0,1.0
666,490351010001020_0,1.0,19.0,19.0,1.0,1.0
667,490351042004014_0,1.0,0.0,0.0,1.0,1.0
668,490351101023057_0,1.0,0.0,0.0,1.0,1.0
669,490351111034004_0,1.0,0.0,0.0,1.0,1.0
670,490351027013014_0,1.0,22.0,22.0,1.0,1.0
671,490351033002002_0,1.0,37.0,37.0,1.0,1.0
672,490351030001015_0,1.0,38.0,39.0,1.0,1.0
673,490351110012017_0,1.0,7.0,7.0,1.0,1.0
674,490111269021004_0,1.0,3.0,3.0,1.0,1.0
675,490351111012029_0,1.0,0.0,0.0,1.0,1.0
676,490351028011018_0,1.0,27.0,27.0,1.0,1.0
677,490111265001029_0,1.0,5.0,5.0,1.0,1.0
678,490351106004002_0,1.0,17.0,17.0,1.0,1.0
679,490351102004003_0,1.0,0.0,0.0,1.0,1.0
680,490351101023117_0,1.0,0.0,0.0,1.0,1.0
681,490351111014013_0,1.0,9.0,9.0,1.0,1.0
682,490351003073017_0,1.0,64.0,64.0,1.0,1.0
683,490351035003002_0,1.0,44.0,44.0,1.0,1.0
684,490351113021012_0,1.0,16.0,16.0,1.0,1.0
685,490351049001016_0,1.0,23.0,23.0,1.0,1.0
686,490351101023124_0,1.0,2.0,2.0,1.0,1.0
687,490111268013013_0,1.0,17.0,17.0,1.0,1.0
688,490351014001019_0,1.0,0.0,0.0,1.0,1.0
689,490351101023024_0,1.0,0.0,0.0,1.0,1.0
690,490351101021039_0,1.0,0.0,0.0,1.0,1.0
691,490351107012018_0,1.0,18.0,18.0,1.0,1.0
692,490351031003004_0,1.0,36.0,36.0,1.0,1.0
693,490351110021000_0,1.0,31.0,32.0,1.0,1.0
694,490111271005012_0,1.0,39.0,39.0,1.0,1.0
695,490351010002015_0,1.0,18.0,18.0,1.0,1.0
696,490351115001045_0,1.0,0.0,0.0,1.0,1.0
697,490351113024001_0,1.0,18.0,18.0,1.0,1.0
698,490351113051004_0,1.0,27.0,27.0,1.0,1.0
699,490351108003001_0,1.0,77.0,79.0,1.0,1.0
700,490351105001007_0,1.0,51.0,69.0,1.0,1.0
701,490351042002008_0,1.0,26.0,26.0,1.0,1.0
702,490111270021048_0,1.0,0.0,0.0,1.0,1.0
703,490351043001001_0,1.0,22.0,22.0,1.0,1.0
704,490351111022014_0,1.0,10.0,10.0,1.0,1.0
705,490111270041060_0,1.0,22.0,22.0,1.0,1.0
706,490351027021007_0,1.0,0.0,0.0,1.0,1.0
707,490351029002001_0,1.0,0.0,0.0,1.0,1.0
708,490351016003013_0,1.0,29.0,29.0,1.0,1.0
709,490351113022019_0,1.0,14.0,14.0,1.0,1.0
710,490351014001011_0,1.0,0.0,0.0,1.0,1.0
711,490351034003001_0,1.0,20.0,20.0,1.0,1.0
712,490351111032009_0,1.0,0.0,0.0,1.0,1.0
713,490351108001002_0,1.0,72.0,73.0,1.0,1.0
714,490351101023011_0,1.0,0.0,0.0,1.0,1.0
715,490111271001020_0,1.0,6.0,6.0,1.0,1.0
716,490351048003008_0,1.0,11.0,11.0,1.0,1.0
717,490351103004001_0,1.0,13.0,13.0,1.0,1.0
718,490351112021011_0,1.0,0.0,0.0,1.0,1.0
719,490351103003005_0,1.0,7.0,7.0,1.0,1.0
720,490351106005001_0,1.0,8.0,13.0,1.0,1.0
721,490111271003016_0,1.0,0.0,0.0,1.0,1.0
722,490351113051011_0,1.0,29.0,29.0,1.0,1.0
723,490351006001007_0,1.0,39.0,39.0,1.0,1.0
724,490351101032052_0,1.0,0.0,0.0,1.0,1.0
725,490111271002020_0,1.0,35.0,59.0,1.0,1.0
726,490351031002006_0,1.0,39.0,43.0,1.0,1.0
727,490351105004002_0,1.0,16.0,16.0,1.0,1.0
728,490351006002013_0,1.0,24.0,24.0,1.0,1.0
729,490351113021006_0,1.0,32.0,32.0,1.0,1.0
730,490351115001036_0,1.0,0.0,0.0,1.0,1.0
731,490351044002006_0,1.0,11.0,17.0,1.0,1.0
732,490351002001007_0,1.0,18.0,18.0,1.0,1.0
733,490351113022025_0,1.0,22.0,22.0,1.0,1.0
734,490111269013006_0,1.0,23.0,23.0,1.0,1.0
735,490351048002009_0,1.0,17.0,17.0,1.0,1.0
736,490351111023002_0,1.0,0.0,0.0,1.0,1.0
737,490111271004032_0,1.0,33.0,33.0,1.0,1.0
738,490351113042009_0,1.0,10.0,10.0,1.0,1.0
739,490351016003002_0,1.0,37.0,37.0,1.0,1.0
740,490351105002010_0,1.0,28.0,28.0,1.0,1.0
741,490351106005006_0,1.0,12.0,12.0,1.0,1.0
742,490111269015011_0,1.0,139.0,139.0,1.0,1.0
743,490351107022008_0,1.0,17.0,17.0,1.0,1.0
744,490351103006008_0,1.0,37.0,37.0,1.0,1.0
745,490111270021143_0,1.0,0.0,0.0,1.0,1.0
746,490351108003006_0,1.0,9.0,9.0,1.0,1.0
747,490111265005017_0,1.0,20.0,20.0,1.0,1.0
748,490351113023007_0,1.0,31.0,31.0,1.0,1.0
749,490351038001006_0,1.0,30.0,30.0,1.0,1.0
750,490351005005007_0,1.0,0.0,0.0,1.0,1.0
751,490351101023005_0,1.0,0.0,0.0,1.0,1.0
752,490111268023024_0,1.0,27.0,27.0,1.0,1.0
753,490351111031003_0,1.0,22.0,22.0,1.0,1.0
754,490111270032051_0,1.0,0.0,0.0,1.0,1.0
755,490351101031062_0,1.0,0.0,0.0,1.0,1.0
756,490111268022014_0,1.0,9.0,9.0,1.0,1.0
757,490351043002009_0,1.0,25.0,25.0,1.0,1.0
758,490351031002018_0,1.0,33.0,33.0,1.0,1.0
759,490111270031008_0,1.0,31.0,37.0,1.0,1.0
760,490111268021009_0,1.0,16.0,16.0,1.0,1.0
761,490351018003007_0,1.0,84.0,84.0,1.0,1.0
762,490111270021137_0,1.0,0.0,0.0,1.0,1.0
763,490351113041008_0,1.0,20.0,27.0,1.0,1.0
764,490351042003008_0,1.0,20.0,20.0,1.0,1.0
765,490351112012007_0,1.0,14.0,15.0,1.0,1.0
766,490351006003017_0,1.0,13.0,13.0,1.0,1.0
767,490351036001009_0,1.0,19.0,20.0,1.0,1.0
768,490351005003006_0,1.0,42.0,42.0,1.0,1.0
769,490351039002003_0,1.0,27.0,28.0,1.0,1.0
770,490351106001009_0,1.0,30.0,30.0,1.0,1.0
771,490351101031080_0,1.0,0.0,0.0,1.0,1.0
772,490111270032028_0,1.0,0.0,0.0,1.0,1.0
773,490111268021025_0,1.0,23.0,23.0,1.0,1.0
774,490351117012009_0,1.0,0.0,6.0,1.0,1.0
775,490351108003013_0,1.0,40.0,40.0,1.0,1.0
776,490351110013010_0,1.0,9.0,9.0,1.0,1.0
777,490351003061004_0,1.0,6.0,6.0,1.0,1.0
778,490351032003010_0,1.0,1.0,1.0,1.0,1.0
779,490111270021073_0,1.0,37.0,37.0,1.0,1.0
780,490111268021004_0,1.0,32.0,32.0,1.0,1.0
781,490351101023064_0,1.0,0.0,0.0,1.0,1.0
782,490351117023002_0,1.0,10.0,11.0,1.0,1.0
783,490351118022000_0,1.0,0.0,0.0,1.0,1.0
784,490351113061012_0,1.0,0.0,0.0,1.0,1.0
785,490351027012004_0,1.0,0.0,0.0,1.0,1.0
786,490351006002000_0,1.0,27.0,27.0,1.0,1.0
787,490351044002012_0,1.0,8.0,9.0,1.0,1.0
788,490351101031043_0,1.0,0.0,0.0,1.0,1.0
789,490351027013026_0,1.0,9.0,9.0,1.0,1.0
790,490111270041026_0,1.0,0.0,0.0,1.0,1.0
791,490351111014002_0,1.0,20.0,20.0,1.0,1.0
792,490351112011003_0,1.0,21.0,21.0,1.0,1.0
793,490351102002010_0,1.0,18.0,19.0,1.0,1.0
794,490351003071000_0,1.0,33.0,33.0,1.0,1.0
795,490111265002010_0,1.0,43.0,43.0,1.0,1.0
796,490351113052014_0,1.0,12.0,12.0,1.0,1.0
797,490351029001024_0,1.0,2.0,2.0,1.0,1.0
798,490111265003003_0,1.0,32.0,33.0,1.0,1.0
799,490111270044007_0,1.0,26.0,26.0,1.0,1.0
800,490351028022012_0,1.0,18.0,18.0,1.0,1.0
801,490351002001032_0,1.0,0.0,0.0,1.0,1.0
802,490111270032092_0,1.0,26.0,28.0,1.0,1.0
803,490351110011004_0,1.0,24.0,24.0,1.0,1.0
804,490351111024012_0,1.0,23.0,27.0,1.0,1.0
805,490351112022006_0,1.0,21.0,21.0,1.0,1.0
806,490351105001001_0,1.0,0.0,0.0,1.0,1.0
807,490351101032025_0,1.0,18.0,18.0,1.0,1.0
808,490351113022014_0,1.0,38.0,38.0,1.0,1.0
809,490351101021011_0,1.0,0.0,0.0,1.0,1.0
810,490351018002009_0,1.0,30.0,31.0,1.0,1.0
811,490351047002012_0,1.0,31.0,31.0,1.0,1.0
812,490351117024001_0,1.0,39.0,39.0,1.0,1.0
813,490351112011014_0,1.0,16.0,17.0,1.0,1.0
814,490351101041009_0,1.0,23.0,24.0,1.0,1.0
815,490351034003012_0,1.0,40.0,40.0,1.0,1.0
816,490351116002016_0,1.0,0.0,0.0,1.0,1.0
817,490111268023000_0,1.0,0.0,0.0,1.0,1.0
818,490351101023083_0,1.0,0.0,0.0,1.0,1.0
819,490351048002022_0,1.0,9.0,9.0,1.0,1.0
820,490351103005004_0,1.0,29.0,29.0,1.0,1.0
821,490351007001003_0,1.0,30.0,30.0,1.0,1.0
822,490111265003009_0,1.0,18.0,18.0,1.0,1.0
823,490111270032071_0,1.0,0.0,0.0,1.0,1.0
824,490351101023104_0,1.0,0.0,0.0,1.0,1.0
825,490351105002015_0,1.0,31.0,31.0,1.0,1.0
826,490351110011022_0,1.0,1.0,1.0,1.0,1.0
827,490111270021088_0,1.0,0.0,0.0,1.0,1.0
828,490351037002010_0,1.0,34.0,34.0,1.0,1.0
829,490351110021015_0,1.0,22.0,23.0,1.0,1.0
830,490351040001005_0,1.0,25.0,25.0,1.0,1.0
831,490111270021121_0,1.0,0.0,0.0,1.0,1.0
832,490111268011007_0,1.0,31.0,31.0,1.0,1.0
833,490351103006003_0,1.0,37.0,37.0,1.0,1.0
834,490351101023130_0,1.0,0.0,0.0,1.0,1.0
835,490351103002002_0,1.0,18.0,18.0,1.0,1.0
836,490111269023023_0,1.0,141.0,141.0,1.0,1.0
837,490351111011004_0,1.0,0.0,0.0,1.0,1.0
838,490351106002005_0,1.0,12.0,12.0,1.0,1.0
839,490351005002003_0,1.0,0.0,0.0,1.0,1.0
840,490351111034009_0,1.0,2.0,2.0,1.0,1.0
841,490351118013009_0,1.0,38.0,38.0,1.0,1.0
842,490111269023012_0,1.0,104.0,104.0,1.0,1.0
843,490351104012004_0,1.0,3.0,3.0,1.0,1.0
844,490351101023016_0,1.0,0.0,0.0,1.0,1.0
845,490351101031024_0,1.0,0.0,0.0,1.0,1.0
846,490351114006005_0,1.0,36.0,36.0,1.0,1.0
847,490351042001015_0,1.0,67.0,67.0,1.0,1.0
848,490351044002001_0,1.0,17.0,17.0,1.0,1.0
849,490111269021009_0,1.0,28.0,28.0,1.0,1.0
850,490351110021005_0,1.0,64.0,64.0,1.0,1.0
851,490351113024007_0,1.0,26.0,26.0,1.0,1.0
852,490351042001001_0,1.0,17.0,17.0,1.0,1.0
853,490111267003005_0,1.0,21.0,21.0,1.0,1.0
854,490111268013008_0,1.0,16.0,16.0,1.0,1.0
855,490351027013033_0,1.0,8.0,9.0,1.0,1.0
856,490351027021020_0,1.0,13.0,13.0,1.0,1.0
857,490111269021016_0,1.0,20.0,20.0,1.0,1.0
858,490351102001014_0,1.0,31.0,31.0,1.0,1.0
859,490111266001012_0,1.0,10.0,10.0,1.0,1.0
860,490351107012008_0,1.0,31.0,31.0,1.0,1.0
861,490351047003010_0,1.0,23.0,23.0,1.0,1.0
862,490351042002002_0,1.0,20.0,20.0,1.0,1.0
863,490351037001001_0,1.0,15.0,15.0,1.0,1.0
864,490351101032042_0,1.0,0.0,0.0,1.0,1.0
865,490351101044004_0,1.0,13.0,13.0,1.0,1.0
866,490351111013001_0,1.0,21.0,21.0,1.0,1.0
867,490111271005017_0,1.0,10.0,10.0,1.0,1.0
868,490351011022002_0,1.0,0.0,0.0,1.0,1.0
869,490351026001016_0,1.0,11.0,11.0,1.0,1.0
870,490351110023009_0,1.0,0.0,0.0,1.0,1.0
871,490111270042009_0,1.0,0.0,0.0,1.0,1.0
872,490351117013003_0,1.0,3.0,3.0,1.0,1.0
873,490351030002008_0,1.0,31.0,31.0,1.0,1.0
874,490351104023011_0,1.0,9.0,9.0,1.0,1.0
875,490351109002008_0,1.0,22.0,22.0,1.0,1.0
876,490351101021032_0,1.0,0.0,0.0,1.0,1.0
877,490351118012018_0,1.0,17.0,17.0,1.0,1.0
878,490351113041015_0,1.0,4.0,4.0,1.0,1.0
879,490111270021108_0,1.0,0.0,0.0,1.0,1.0
880,490111267004009_0,1.0,23.0,24.0,1.0,1.0
881,490351101023098_0,1.0,0.0,0.0,1.0,1.0
882,490351112023007_0,1.0,11.0,11.0,1.0,1.0
883,490111270021001_0,1.0,0.0,0.0,1.0,1.0
884,490351109004007_0,1.0,14.0,14.0,1.0,1.0
885,490111270032018_0,1.0,0.0,0.0,1.0,1.0
886,490351118012003_0,1.0,101.0,101.0,1.0,1.0
887,490351030001003_0,1.0,15.0,15.0,1.0,1.0
888,490351106002016_0,1.0,22.0,22.0,1.0,1.0
889,490351101041033_0,1.0,0.0,0.0,1.0,1.0
890,490351113023002_0,1.0,23.0,23.0,1.0,1.0
891,490111270021114_0,1.0,0.0,0.0,1.0,1.0
892,490351035001005_0,1.0,28.0,28.0,1.0,1.0
893,490111268022003_0,1.0,18.0,18.0,1.0,1.0
894,490111270021037_0,1.0,0.0,0.0,1.0,1.0
895,490351003082003_0,1.0,19.0,19.0,1.0,1.0
896,490111268023010_0,1.0,0.0,0.0,1.0,1.0
897,490351012002002_0,1.0,17.0,17.0,1.0,1.0
898,490351117022003_0,1.0,52.0,52.0,1.0,1.0
899,490351030001008_0,1.0,44.0,44.0,1.0,1.0
900,490351007002009_0,1.0,44.0,44.0,1.0,1.0
901,490351114004010_0,1.0,35.0,35.0,1.0,1.0
902,490351026002010_0,1.0,32.0,44.0,1.0,1.0
903,490351040001011_0,1.0,40.0,41.0,1.0,1.0
904,490111270032116_0,1.0,0.0,0.0,1.0,1.0
905,490351043002004_0,1.0,45.0,45.0,1.0,1.0
906,490351104022001_0,1.0,16.0,16.0,1.0,1.0
907,490111270032003_0,1.0,2.0,2.0,1.0,1.0
908,490351106003004_0,1.0,25.0,25.0,1.0,1.0
909,490111268013023_0,1.0,12.0,12.0,1.0,1.0
910,490351113052001_0,1.0,71.0,92.0,1.0,1.0
911,490111267004014_0,1.0,22.0,22.0,1.0,1.0
912,490351012003009_0,1.0,43.0,43.0,1.0,1.0
913,490351112011009_0,1.0,13.0,13.0,1.0,1.0
914,490351005001010_0,1.0,26.0,26.0,1.0,1.0
915,490111265005009_0,1.0,38.0,40.0,1.0,1.0
916,490351027012010_0,1.0,10.0,10.0,1.0,1.0
917,490111271001011_0,1.0,19.0,19.0,1.0,1.0
918,490351027022013_0,1.0,32.0,32.0,1.0,1.0
919,490351003071016_0,1.0,24.0,24.0,1.0,1.0
920,490351101043004_0,1.0,0.0,0.0,1.0,1.0
921,490351027013008_0,1.0,11.0,11.0,1.0,1.0
922,490351002001024_0,1.0,14.0,14.0,1.0,1.0
923,490351109002014_0,1.0,18.0,19.0,1.0,1.0
924,490351116002022_0,1.0,98.0,98.0,1.0,1.0
925,490351031001014_0,1.0,34.0,34.0,1.0,1.0
926,490351109001004_0,1.0,0.0,0.0,1.0,1.0
927,490351003063006_0,1.0,12.0,12.0,1.0,1.0
